Employee #,Year,Month,FTE,FMLA Hours,Training Hours,Name
25,2012,10,0.5,NA,NA,Bradford Bitting  
25,2012,11,1,NA,NA,Bradford Bitting  
25,2012,12,0.5,NA,41,Bradford Bitting  
25,2013,1,1,NA,5,Bradford Bitting  
25,2013,2,1,NA,31,Bradford Bitting  
25,2013,3,1,NA,NA,Bradford Bitting  
25,2013,4,1,NA,27,Bradford Bitting  
25,2013,5,1,NA,NA,Bradford Bitting  
25,2013,6,1,NA,NA,Bradford Bitting  
25,2013,7,1,NA,NA,Bradford Bitting  
25,2013,8,1,NA,NA,Bradford Bitting  
25,2013,9,0.5,NA,NA,Bradford Bitting  
25,2013,10,0.5,NA,NA,Bradford Bitting  
25,2013,11,1,NA,NA,Bradford Bitting  
25,2013,12,1,NA,NA,Bradford Bitting  
25,2014,1,1,NA,NA,Bradford Bitting  
25,2014,2,1,NA,NA,Bradford Bitting  
25,2014,3,1,NA,NA,Bradford Bitting  
25,2014,4,1,NA,NA,Bradford Bitting  
25,2015,7,1,NA,37,Bradford Bitting  
25,2015,8,1,NA,NA,Bradford Bitting  
25,2015,9,0.5,NA,NA,Bradford Bitting  
26,2012,10,1,NA,NA,Branda Butterfield  
26,2012,11,0.76,NA,NA,Branda Butterfield  
26,2012,12,1,NA,NA,Branda Butterfield  
26,2013,1,1,45,NA,Branda Butterfield  
26,2013,2,1,NA,55,Branda Butterfield  
27,2012,11,1,NA,NA,Brande Bilger  
27,2012,12,1,NA,NA,Brande Bilger  
27,2013,1,1,NA,58,Brande Bilger  
27,2013,2,1,NA,NA,Brande Bilger  
27,2013,3,1,NA,27,Brande Bilger  
27,2013,4,1,NA,NA,Brande Bilger  
27,2013,5,1,NA,NA,Brande Bilger  
27,2013,6,1,NA,NA,Brande Bilger  
27,2013,7,1,NA,NA,Brande Bilger  
27,2013,8,1,NA,NA,Brande Bilger  
27,2013,9,1,NA,NA,Brande Bilger  
27,2013,10,1,NA,NA,Brande Bilger  
27,2013,11,1,NA,NA,Brande Bilger  
27,2013,12,1,NA,NA,Brande Bilger  
27,2014,1,1,NA,NA,Brande Bilger  
27,2014,2,1,NA,NA,Brande Bilger  
27,2014,3,1,NA,NA,Brande Bilger  
27,2014,4,1,NA,NA,Brande Bilger  
27,2014,5,1,NA,NA,Brande Bilger  
27,2014,6,1,NA,NA,Brande Bilger  
27,2014,7,1,NA,NA,Brande Bilger  
27,2014,8,1,NA,NA,Brande Bilger  
27,2014,9,1,NA,NA,Brande Bilger  
27,2014,10,1,NA,NA,Brande Bilger  
27,2014,11,1,NA,NA,Brande Bilger  
27,2014,12,1,NA,NA,Brande Bilger  
27,2015,1,1,NA,NA,Brande Bilger  
27,2015,2,1,NA,41,Brande Bilger  
27,2015,3,1,NA,NA,Brande Bilger  
27,2015,4,1,NA,29,Brande Bilger  
27,2015,5,0.5,NA,49,Brande Bilger  
27,2015,6,1,NA,NA,Brande Bilger  
27,2015,7,1,NA,32,Brande Bilger  
27,2015,8,1,NA,NA,Brande Bilger  
27,2015,9,1,NA,9,Brande Bilger  
28,2012,5,1,NA,NA,Brandee Budzinski  
28,2012,6,1,NA,NA,Brandee Budzinski  
28,2012,7,1,NA,NA,Brandee Budzinski  
28,2012,8,0.5,NA,NA,Brandee Budzinski  
28,2012,9,1,NA,NA,Brandee Budzinski  
29,2010,6,0.76,NA,NA,Brandi Bergdoll  
29,2010,7,1,NA,44,Brandi Bergdoll  
29,2010,8,1,NA,NA,Brandi Bergdoll  
29,2010,9,1,NA,14,Brandi Bergdoll  
29,2010,10,1,NA,NA,Brandi Bergdoll  
29,2010,11,1,NA,NA,Brandi Bergdoll  
29,2010,12,1,NA,41,Brandi Bergdoll  
29,2011,1,0.5,NA,NA,Brandi Bergdoll  
29,2011,2,0.5,NA,48,Brandi Bergdoll  
29,2011,3,1,NA,NA,Brandi Bergdoll  
29,2011,4,1,NA,33,Brandi Bergdoll  
29,2011,5,0.76,NA,NA,Brandi Bergdoll  
29,2011,6,1,NA,NA,Brandi Bergdoll  
29,2011,7,1,NA,NA,Brandi Bergdoll  
29,2011,8,1,NA,NA,Brandi Bergdoll  
29,2011,9,0.5,NA,NA,Brandi Bergdoll  
29,2011,10,1,NA,NA,Brandi Bergdoll  
29,2011,11,1,NA,NA,Brandi Bergdoll  
30,2011,6,1,NA,NA,Brandi Birchfield  
30,2011,7,1,NA,NA,Brandi Birchfield  
30,2011,8,1,NA,NA,Brandi Birchfield  
30,2011,9,1,NA,11,Brandi Birchfield  
30,2011,12,1,NA,15,Brandi Birchfield  
31,2012,4,1,NA,31,Bruno Byrum  
31,2012,5,1,NA,NA,Bruno Byrum  
31,2012,6,1,NA,NA,Bruno Byrum  
31,2012,7,1,NA,NA,Bruno Byrum  
31,2012,8,1,NA,NA,Bruno Byrum  
31,2012,9,1,NA,NA,Bruno Byrum  
31,2012,10,1,NA,NA,Bruno Byrum  
31,2012,11,1,NA,NA,Bruno Byrum  
31,2012,12,1,NA,NA,Bruno Byrum  
31,2013,1,1,NA,16,Bruno Byrum  
31,2013,2,1,NA,NA,Bruno Byrum  
31,2013,3,1,NA,NA,Bruno Byrum  
31,2013,4,1,NA,NA,Bruno Byrum  
31,2013,5,1,NA,NA,Bruno Byrum  
31,2013,6,1,NA,NA,Bruno Byrum  
32,2012,5,1,NA,16,Bryce Blea  
32,2012,6,1,NA,27,Bryce Blea  
32,2012,7,1,NA,NA,Bryce Blea  
32,2012,8,1,NA,NA,Bryce Blea  
32,2012,9,1,NA,NA,Bryce Blea  
32,2012,10,1,NA,NA,Bryce Blea  
32,2012,11,1,NA,NA,Bryce Blea  
32,2012,12,1,NA,NA,Bryce Blea  
32,2013,1,1,NA,NA,Bryce Blea  
32,2013,2,0.5,NA,39,Bryce Blea  
32,2013,3,1,NA,NA,Bryce Blea  
32,2013,4,1,NA,NA,Bryce Blea  
32,2013,5,1,NA,29,Bryce Blea  
32,2013,6,1,NA,NA,Bryce Blea  
32,2013,7,1,NA,NA,Bryce Blea  
32,2013,8,1,NA,50,Bryce Blea  
32,2013,9,0.5,NA,NA,Bryce Blea  
32,2013,10,1,NA,NA,Bryce Blea  
32,2013,11,0.5,NA,NA,Bryce Blea  
32,2013,12,1,NA,NA,Bryce Blea  
32,2014,1,1,NA,NA,Bryce Blea  
32,2014,2,0.5,NA,NA,Bryce Blea  
32,2014,3,1,NA,NA,Bryce Blea  
32,2014,4,1,NA,NA,Bryce Blea  
32,2014,5,1,108,NA,Bryce Blea  
32,2014,6,0.5,NA,30,Bryce Blea  
32,2014,7,1,NA,NA,Bryce Blea  
32,2014,8,0.76,NA,NA,Bryce Blea  
32,2014,9,1,NA,NA,Bryce Blea  
32,2014,10,1,NA,NA,Bryce Blea  
32,2014,11,0.5,151,NA,Bryce Blea  
32,2014,12,1,NA,2,Bryce Blea  
32,2015,1,0.5,NA,NA,Bryce Blea  
32,2015,2,0.76,NA,39,Bryce Blea  
32,2015,3,1,NA,NA,Bryce Blea  
32,2015,4,1,NA,NA,Bryce Blea  
32,2015,5,1,NA,NA,Bryce Blea  
32,2015,6,1,NA,NA,Bryce Blea  
32,2015,7,0.76,NA,NA,Bryce Blea  
32,2015,8,1,NA,NA,Bryce Blea  
32,2015,9,1,NA,NA,Bryce Blea  
33,2012,5,1,NA,NA,Bryon Beumer  
33,2012,6,0.5,NA,NA,Bryon Beumer  
33,2012,7,1,NA,NA,Bryon Beumer  
33,2012,8,1,NA,NA,Bryon Beumer  
33,2012,9,0.5,NA,NA,Bryon Beumer  
33,2012,10,1,112,NA,Bryon Beumer  
33,2012,11,1,NA,NA,Bryon Beumer  
33,2012,12,1,NA,NA,Bryon Beumer  
33,2013,1,1,NA,7,Bryon Beumer  
33,2013,2,1,NA,11,Bryon Beumer  
33,2013,3,1,NA,NA,Bryon Beumer  
33,2013,4,1,NA,12,Bryon Beumer  
33,2013,5,1,NA,NA,Bryon Beumer  
33,2013,6,1,NA,NA,Bryon Beumer  
33,2013,7,1,NA,NA,Bryon Beumer  
33,2013,8,1,NA,NA,Bryon Beumer  
33,2013,9,1,NA,NA,Bryon Beumer  
33,2013,10,1,NA,NA,Bryon Beumer  
33,2013,11,1,NA,55,Bryon Beumer  
33,2013,12,0.5,NA,NA,Bryon Beumer  
33,2014,1,0.5,NA,NA,Bryon Beumer  
33,2014,2,1,NA,59,Bryon Beumer  
33,2014,3,1,NA,NA,Bryon Beumer  
33,2014,4,1,NA,NA,Bryon Beumer  
33,2014,5,1,NA,21,Bryon Beumer  
34,2012,11,1,NA,28,Bula Bromley  
34,2012,12,1,NA,NA,Bula Bromley  
34,2013,1,1,NA,NA,Bula Bromley  
34,2013,2,1,NA,NA,Bula Bromley  
34,2013,3,1,NA,NA,Bula Bromley  
34,2013,4,1,NA,NA,Bula Bromley  
34,2013,5,1,NA,NA,Bula Bromley  
34,2013,6,1,NA,2,Bula Bromley  
34,2013,7,1,NA,12,Bula Bromley  
34,2013,8,1,NA,NA,Bula Bromley  
34,2013,9,1,NA,22,Bula Bromley  
34,2013,10,1,NA,NA,Bula Bromley  
34,2013,11,1,149,NA,Bula Bromley  
34,2013,12,1,NA,NA,Bula Bromley  
34,2014,1,1,NA,NA,Bula Bromley  
34,2014,2,1,NA,NA,Bula Bromley  
34,2014,3,1,NA,NA,Bula Bromley  
34,2014,4,1,NA,NA,Bula Bromley  
34,2014,5,1,NA,NA,Bula Bromley  
34,2014,6,0.76,NA,NA,Bula Bromley  
34,2014,7,1,NA,10,Bula Bromley  
34,2014,8,1,NA,NA,Bula Bromley  
34,2014,9,1,NA,NA,Bula Bromley  
34,2014,10,1,NA,NA,Bula Bromley  
34,2014,11,1,NA,NA,Bula Bromley  
34,2014,12,1,NA,NA,Bula Bromley  
34,2015,1,1,NA,NA,Bula Bromley  
34,2015,2,1,NA,NA,Bula Bromley  
34,2015,3,1,NA,23,Bula Bromley  
34,2015,4,1,NA,55,Bula Bromley  
34,2015,5,1,NA,NA,Bula Bromley  
34,2015,6,1,NA,NA,Bula Bromley  
34,2015,7,1,NA,NA,Bula Bromley  
34,2015,8,1,NA,NA,Bula Bromley  
34,2015,9,1,NA,44,Bula Bromley  
35,2012,12,1,NA,NA,Candis Cusimano  
35,2013,1,1,NA,NA,Candis Cusimano  
35,2013,2,1,NA,NA,Candis Cusimano  
35,2013,3,1,NA,NA,Candis Cusimano  
35,2013,4,1,NA,NA,Candis Cusimano  
35,2013,5,1,NA,NA,Candis Cusimano  
35,2013,6,1,NA,NA,Candis Cusimano  
35,2013,7,1,NA,NA,Candis Cusimano  
35,2013,8,1,NA,21,Candis Cusimano  
35,2013,9,1,NA,NA,Candis Cusimano  
35,2013,10,1,NA,NA,Candis Cusimano  
35,2013,11,1,NA,NA,Candis Cusimano  
35,2013,12,1,NA,NA,Candis Cusimano  
35,2014,1,1,NA,NA,Candis Cusimano  
35,2014,2,1,NA,NA,Candis Cusimano  
35,2014,3,1,NA,NA,Candis Cusimano  
35,2014,4,1,NA,NA,Candis Cusimano  
35,2014,5,1,NA,NA,Candis Cusimano  
35,2014,6,1,NA,NA,Candis Cusimano  
35,2014,7,1,NA,NA,Candis Cusimano  
35,2014,8,1,NA,NA,Candis Cusimano  
35,2014,9,1,NA,NA,Candis Cusimano  
36,2013,2,0.5,NA,NA,Carita Clem  
36,2013,3,1,NA,NA,Carita Clem  
36,2013,4,1,NA,NA,Carita Clem  
36,2013,5,1,NA,52,Carita Clem  
36,2013,6,1,NA,NA,Carita Clem  
36,2013,7,0.5,NA,NA,Carita Clem  
36,2013,8,1,NA,NA,Carita Clem  
37,2013,2,1,NA,NA,Carl Coles  
37,2013,3,1,NA,NA,Carl Coles  
37,2013,4,1,NA,52,Carl Coles  
37,2013,5,1,NA,NA,Carl Coles  
37,2013,6,1,NA,49,Carl Coles  
37,2013,7,1,NA,NA,Carl Coles  
37,2013,8,1,NA,NA,Carl Coles  
37,2013,9,1,NA,NA,Carl Coles  
37,2013,10,1,NA,57,Carl Coles  
37,2013,11,1,NA,NA,Carl Coles  
37,2013,12,1,NA,NA,Carl Coles  
37,2014,1,1,NA,NA,Carl Coles  
37,2014,2,0.76,NA,0,Carl Coles  
37,2014,3,1,NA,NA,Carl Coles  
37,2014,4,1,NA,NA,Carl Coles  
37,2014,5,1,NA,NA,Carl Coles  
37,2014,6,1,NA,NA,Carl Coles  
37,2014,7,1,NA,NA,Carl Coles  
37,2014,8,1,NA,NA,Carl Coles  
37,2014,9,0.5,NA,20,Carl Coles  
37,2014,10,1,NA,NA,Carl Coles  
37,2014,11,1,NA,NA,Carl Coles  
37,2014,12,1,NA,NA,Carl Coles  
37,2015,1,1,NA,NA,Carl Coles  
37,2015,2,1,NA,NA,Carl Coles  
37,2015,3,1,NA,57,Carl Coles  
37,2015,4,1,NA,NA,Carl Coles  
37,2015,5,1,NA,NA,Carl Coles  
37,2015,6,1,NA,21,Carl Coles  
37,2015,7,1,NA,NA,Carl Coles  
37,2015,8,1,NA,NA,Carl Coles  
37,2015,9,1,NA,NA,Carl Coles  
38,2013,2,1,NA,NA,Carleen Cripps  
38,2013,3,1,NA,NA,Carleen Cripps  
38,2013,4,1,NA,47,Carleen Cripps  
38,2013,5,1,NA,NA,Carleen Cripps  
38,2013,6,1,149,NA,Carleen Cripps  
38,2013,7,1,NA,NA,Carleen Cripps  
38,2013,8,1,NA,NA,Carleen Cripps  
38,2013,9,1,NA,32,Carleen Cripps  
38,2013,10,1,NA,NA,Carleen Cripps  
38,2013,11,1,NA,NA,Carleen Cripps  
38,2013,12,1,NA,NA,Carleen Cripps  
38,2014,1,1,NA,NA,Carleen Cripps  
38,2014,2,1,NA,NA,Carleen Cripps  
38,2014,3,1,NA,NA,Carleen Cripps  
38,2014,4,1,NA,NA,Carleen Cripps  
38,2014,5,1,NA,NA,Carleen Cripps  
38,2014,6,1,NA,NA,Carleen Cripps  
38,2014,7,1,NA,NA,Carleen Cripps  
38,2014,8,1,NA,NA,Carleen Cripps  
38,2014,9,1,NA,NA,Carleen Cripps  
38,2014,10,1,NA,NA,Carleen Cripps  
38,2014,11,0.5,NA,NA,Carleen Cripps  
38,2014,12,1,NA,NA,Carleen Cripps  
38,2015,1,1,40,21,Carleen Cripps  
38,2015,2,1,NA,NA,Carleen Cripps  
38,2015,3,0.5,NA,NA,Carleen Cripps  
38,2015,4,1,NA,NA,Carleen Cripps  
38,2015,5,1,NA,NA,Carleen Cripps  
38,2015,6,1,NA,NA,Carleen Cripps  
38,2015,7,1,NA,NA,Carleen Cripps  
38,2015,8,0.5,NA,NA,Carleen Cripps  
38,2015,9,1,NA,36,Carleen Cripps  
39,2013,12,0.5,NA,NA,Carol Chenard  
39,2014,1,1,NA,NA,Carol Chenard  
39,2014,2,1,NA,NA,Carol Chenard  
39,2014,3,1,NA,NA,Carol Chenard  
39,2014,4,1,NA,NA,Carol Chenard  
39,2014,5,1,NA,NA,Carol Chenard  
39,2014,6,1,NA,16,Carol Chenard  
40,2014,7,1,NA,NA,Carolin Carrington  
40,2014,8,1,NA,NA,Carolin Carrington  
40,2014,9,1,NA,36,Carolin Carrington  
40,2014,10,1,NA,NA,Carolin Carrington  
40,2014,11,1,NA,NA,Carolin Carrington  
40,2014,12,1,NA,NA,Carolin Carrington  
40,2015,1,1,NA,NA,Carolin Carrington  
40,2015,2,1,NA,NA,Carolin Carrington  
40,2015,3,1,NA,NA,Carolin Carrington  
40,2015,4,0.5,NA,NA,Carolin Carrington  
40,2015,5,1,NA,51,Carolin Carrington  
40,2015,6,1,NA,NA,Carolin Carrington  
40,2015,7,0.76,NA,NA,Carolin Carrington  
40,2015,8,1,NA,23,Carolin Carrington  
40,2015,9,1,NA,NA,Carolin Carrington  
41,2014,8,1,NA,NA,Casie Covin  
41,2014,9,1,NA,32,Casie Covin  
41,2014,10,1,NA,NA,Casie Covin  
41,2014,11,1,NA,NA,Casie Covin  
41,2014,12,1,NA,NA,Casie Covin  
41,2015,1,1,NA,9,Casie Covin  
41,2015,2,1,NA,NA,Casie Covin  
41,2015,3,1,NA,NA,Casie Covin  
42,2014,8,1,NA,NA,Cassondra Canas  
42,2014,9,1,NA,48,Cassondra Canas  
42,2014,10,1,NA,11,Cassondra Canas  
42,2014,11,1,NA,NA,Cassondra Canas  
42,2014,12,1,NA,NA,Cassondra Canas  
42,2015,1,1,NA,NA,Cassondra Canas  
42,2015,2,1,NA,NA,Cassondra Canas  
42,2015,3,1,NA,NA,Cassondra Canas  
42,2015,4,1,NA,50,Cassondra Canas  
42,2015,5,1,NA,NA,Cassondra Canas  
42,2015,6,1,NA,NA,Cassondra Canas  
42,2015,7,1,NA,NA,Cassondra Canas  
42,2015,8,1,NA,NA,Cassondra Canas  
42,2015,9,1,NA,NA,Cassondra Canas  
43,2015,2,0.5,NA,NA,Catherina Colvin  
43,2015,3,1,NA,NA,Catherina Colvin  
43,2015,4,1,NA,34,Catherina Colvin  
43,2015,5,1,NA,NA,Catherina Colvin  
43,2015,6,1,NA,NA,Catherina Colvin  
43,2015,7,1,NA,NA,Catherina Colvin  
43,2015,8,1,NA,NA,Catherina Colvin  
43,2015,9,1,61,NA,Catherina Colvin  
44,2015,9,1,NA,27,Charisse Curlee  
45,2015,9,1,NA,NA,Charolette Cothern  
