HOME_COUNTY,FTE,PERIOD,EMPLOYEEID,REGIONID,Name
Tulsa,100 %,03/2015,178,3,Kathaleen Kraft  
Tulsa,50 %,04/2015,178,3,Kathaleen Kraft  
Tulsa,100 %,05/2015,178,3,Kathaleen Kraft  
Tulsa,100 %,06/2015,178,3,Kathaleen Kraft  
Tulsa,100 %,07/2015,178,3,Kathaleen Kraft  
Tulsa,100 %,08/2015,178,3,Kathaleen Kraft  
Tulsa,100 %,09/2015,178,3,Kathaleen Kraft  
Blaine,100 %,07/2014,179,36,Kathey Keck  
Blaine,100 %,08/2014,179,35,Kathey Keck  
Blaine,100 %,09/2014,179,35,Kathey Keck  
Blaine,100 %,10/2014,179,35,Kathey Keck  
Blaine,76 %,11/2014,179,35,Kathey Keck  
Blaine,100 %,12/2014,179,35,Kathey Keck  
Blaine,100 %,01/2015,179,35,Kathey Keck  
Blaine,100 %,02/2015,179,35,Kathey Keck  
Blaine,100 %,03/2015,179,36,Kathey Keck  
Blaine,100 %,04/2015,179,36,Kathey Keck  
Blaine,100 %,05/2015,179,36,Kathey Keck  
Blaine,100 %,06/2015,179,36,Kathey Keck  
Blaine,50 %,07/2015,179,36,Kathey Keck  
Blaine,100 %,08/2015,179,36,Kathey Keck  
Blaine,100 %,09/2015,179,36,Kathey Keck  
Garvin,100 %,06/2012,180,29,Kathie Keppel  
Garvin,100 %,08/2012,180,29,Kathie Keppel  
Garvin,100 %,09/2012,180,29,Kathie Keppel  
Garvin,50 %,10/2012,180,29,Kathie Keppel  
Garvin,100 %,12/2012,180,29,Kathie Keppel  
Garvin,100 %,01/2013,180,29,Kathie Keppel  
Garvin,100 %,02/2013,180,29,Kathie Keppel  
Garvin,100 %,03/2013,180,29,Kathie Keppel  
Garvin,100 %,06/2013,180,29,Kathie Keppel  
Garvin,76 %,07/2013,180,29,Kathie Keppel  
Garvin,100 %,08/2013,180,29,Kathie Keppel  
Garvin,100 %,09/2013,180,29,Kathie Keppel  
Garvin,100 %,10/2013,180,29,Kathie Keppel  
Garvin,100 %,12/2013,180,29,Kathie Keppel  
Garvin,100 %,01/2014,180,29,Kathie Keppel  
Garvin,100 %,02/2014,180,29,Kathie Keppel  
Garvin,100 %,03/2014,180,29,Kathie Keppel  
Garvin,50 %,04/2014,180,29,Kathie Keppel  
Garvin,100 %,05/2014,180,29,Kathie Keppel  
Garvin,100 %,06/2014,180,29,Kathie Keppel  
Garvin,100 %,07/2014,180,29,Kathie Keppel  
Garvin,100 %,08/2014,180,29,Kathie Keppel  
Garvin,76 %,09/2014,180,29,Kathie Keppel  
Garvin,100 %,10/2014,180,29,Kathie Keppel  
Garvin,100 %,11/2014,180,29,Kathie Keppel  
Garvin,100 %,12/2014,180,29,Kathie Keppel  
Garvin,100 %,01/2015,180,29,Kathie Keppel  
Garvin,100 %,02/2015,180,29,Kathie Keppel  
Garvin,100 %,03/2015,180,29,Kathie Keppel  
Garvin,100 %,04/2015,180,29,Kathie Keppel  
Garvin,100 %,05/2015,180,29,Kathie Keppel  
Garvin,100 %,06/2015,180,29,Kathie Keppel  
Garvin,100 %,07/2015,180,29,Kathie Keppel  
Garvin,50 %,08/2015,180,29,Kathie Keppel  
Garvin,50 %,09/2015,180,29,Kathie Keppel  
Woodward,100 %,05/2014,181,53,Kathrine Krach  
Woodward,100 %,06/2014,181,53,Kathrine Krach  
Woodward,100 %,07/2014,181,53,Kathrine Krach  
Woodward,100 %,08/2014,181,46,Kathrine Krach  
Woodward,76 %,09/2014,181,46,Kathrine Krach  
Woodward,100 %,10/2014,181,46,Kathrine Krach  
Woodward,100 %,11/2014,181,46,Kathrine Krach  
Woodward,100 %,12/2014,181,46,Kathrine Krach  
Woodward,100 %,01/2015,181,46,Kathrine Krach  
Woodward,100 %,02/2015,181,46,Kathrine Krach  
Woodward,100 %,03/2015,181,46,Kathrine Krach  
Woodward,100 %,04/2015,181,46,Kathrine Krach  
Woodward,100 %,05/2015,181,46,Kathrine Krach  
Woodward,100 %,06/2015,181,46,Kathrine Krach  
Woodward,100 %,07/2015,181,46,Kathrine Krach  
Woodward,50 %,08/2015,181,46,Kathrine Krach  
Woodward,100 %,09/2015,181,46,Kathrine Krach  
Jackson,100 %,06/2013,182,53,Kaye Kinkead  
Jackson,100 %,07/2013,182,53,Kaye Kinkead  
Jackson,100 %,08/2013,182,53,Kaye Kinkead  
Jackson,100 %,09/2013,182,53,Kaye Kinkead  
Jackson,100 %,10/2013,182,53,Kaye Kinkead  
Jackson,100 %,12/2013,182,53,Kaye Kinkead  
Jackson,100 %,01/2014,182,53,Kaye Kinkead  
Jackson,100 %,02/2014,182,53,Kaye Kinkead  
Jackson,76 %,03/2014,182,53,Kaye Kinkead  
Jackson,100 %,04/2014,182,53,Kaye Kinkead  
Jackson,100 %,05/2014,182,53,Kaye Kinkead  
Jackson,100 %,06/2014,182,53,Kaye Kinkead  
Jackson,100 %,07/2014,182,53,Kaye Kinkead  
Jackson,100 %,08/2014,182,53,Kaye Kinkead  
Jackson,100 %,09/2014,182,53,Kaye Kinkead  
Jackson,100 %,10/2014,182,53,Kaye Kinkead  
Jackson,50 %,11/2014,182,53,Kaye Kinkead  
Jackson,50 %,12/2014,182,53,Kaye Kinkead  
Jackson,100 %,01/2015,182,53,Kaye Kinkead  
Jackson,100 %,02/2015,182,53,Kaye Kinkead  
Jackson,100 %,03/2015,182,53,Kaye Kinkead  
Jackson,100 %,04/2015,182,53,Kaye Kinkead  
Jackson,100 %,05/2015,182,53,Kaye Kinkead  
Jackson,100 %,06/2015,182,53,Kaye Kinkead  
Bryan,100 %,06/2012,183,38,Keri Keeth  
Bryan,100 %,08/2012,183,38,Keri Keeth  
Bryan,100 %,09/2012,183,38,Keri Keeth  
Bryan,100 %,10/2012,183,38,Keri Keeth  
Bryan,50 %,12/2012,183,38,Keri Keeth  
Bryan,100 %,01/2013,183,38,Keri Keeth  
Bryan,100 %,02/2013,183,38,Keri Keeth  
Bryan,100 %,03/2013,183,38,Keri Keeth  
Bryan,100 %,06/2013,183,38,Keri Keeth  
Bryan,100 %,07/2013,183,38,Keri Keeth  
Bryan,100 %,08/2013,183,38,Keri Keeth  
Bryan,100 %,09/2013,183,38,Keri Keeth  
Bryan,100 %,10/2013,183,38,Keri Keeth  
Bryan,100 %,12/2013,183,51,Keri Keeth  
Bryan,76 %,01/2014,183,53,Keri Keeth  
Bryan,100 %,02/2014,183,53,Keri Keeth  
Bryan,100 %,03/2014,183,51,Keri Keeth  
Oklahoma,100 %,07/2014,184,21,Kermit Kamps  
Oklahoma,100 %,08/2014,184,22,Kermit Kamps  
Oklahoma,100 %,09/2014,184,22,Kermit Kamps  
Oklahoma,100 %,06/2012,184,30,Kermit Kamps  
Oklahoma,100 %,08/2012,184,30,Kermit Kamps  
Oklahoma,50 %,09/2012,184,30,Kermit Kamps  
Oklahoma,100 %,10/2012,184,30,Kermit Kamps  
Oklahoma,100 %,12/2012,184,30,Kermit Kamps  
Oklahoma,100 %,01/2013,184,30,Kermit Kamps  
Oklahoma,100 %,02/2013,184,30,Kermit Kamps  
Oklahoma,100 %,03/2013,184,30,Kermit Kamps  
Oklahoma,50 %,06/2013,184,30,Kermit Kamps  
Oklahoma,100 %,07/2013,184,30,Kermit Kamps  
Oklahoma,100 %,08/2013,184,30,Kermit Kamps  
Oklahoma,100 %,09/2013,184,30,Kermit Kamps  
Oklahoma,100 %,10/2013,184,30,Kermit Kamps  
Oklahoma,100 %,12/2013,184,30,Kermit Kamps  
Oklahoma,100 %,01/2014,184,30,Kermit Kamps  
Oklahoma,100 %,02/2014,184,30,Kermit Kamps  
Oklahoma,100 %,03/2014,184,30,Kermit Kamps  
Oklahoma,100 %,04/2014,184,30,Kermit Kamps  
Oklahoma,76 %,05/2014,184,30,Kermit Kamps  
Oklahoma,100 %,06/2014,184,30,Kermit Kamps  
Canadian,100 %,08/2014,185,35,Kimberlee Korando  
Canadian,76 %,09/2014,185,35,Kimberlee Korando  
Canadian,100 %,10/2014,185,35,Kimberlee Korando  
Canadian,100 %,11/2014,185,35,Kimberlee Korando  
Canadian,50 %,12/2014,185,35,Kimberlee Korando  
Canadian,100 %,01/2015,185,35,Kimberlee Korando  
Canadian,100 %,02/2015,185,35,Kimberlee Korando  
Canadian,100 %,03/2015,185,36,Kimberlee Korando  
Canadian,100 %,04/2015,185,36,Kimberlee Korando  
Canadian,100 %,05/2015,185,36,Kimberlee Korando  
Canadian,100 %,06/2015,185,36,Kimberlee Korando  
Canadian,100 %,07/2015,185,36,Kimberlee Korando  
Canadian,100 %,08/2015,185,36,Kimberlee Korando  
Canadian,50 %,09/2015,185,36,Kimberlee Korando  
Craig,100 %,09/2012,186,57,Kimberley Klutts  
Craig,100 %,10/2012,186,57,Kimberley Klutts  
Craig,100 %,12/2012,186,57,Kimberley Klutts  
Craig,100 %,01/2013,186,57,Kimberley Klutts  
Craig,100 %,02/2013,186,57,Kimberley Klutts  
Craig,100 %,03/2013,186,57,Kimberley Klutts  
Craig,100 %,06/2013,186,57,Kimberley Klutts  
Craig,50 %,07/2013,186,57,Kimberley Klutts  
Craig,100 %,08/2013,186,57,Kimberley Klutts  
Craig,100 %,09/2013,186,57,Kimberley Klutts  
Craig,100 %,10/2013,186,57,Kimberley Klutts  
Craig,100 %,12/2013,186,57,Kimberley Klutts  
Craig,100 %,01/2014,186,57,Kimberley Klutts  
Craig,100 %,02/2014,186,56,Kimberley Klutts  
Craig,100 %,03/2014,186,57,Kimberley Klutts  
Craig,100 %,04/2014,186,56,Kimberley Klutts  
Craig,100 %,05/2014,186,56,Kimberley Klutts  
Craig,100 %,06/2014,186,57,Kimberley Klutts  
Craig,100 %,07/2014,186,57,Kimberley Klutts  
Craig,100 %,08/2014,186,56,Kimberley Klutts  
Craig,100 %,09/2014,186,56,Kimberley Klutts  
Craig,100 %,10/2014,186,56,Kimberley Klutts  
Craig,76 %,11/2014,186,56,Kimberley Klutts  
Craig,100 %,12/2014,186,56,Kimberley Klutts  
Craig,100 %,01/2015,186,56,Kimberley Klutts  
Craig,100 %,02/2015,186,56,Kimberley Klutts  
Craig,100 %,03/2015,186,57,Kimberley Klutts  
Craig,100 %,04/2015,186,57,Kimberley Klutts  
Craig,100 %,05/2015,186,57,Kimberley Klutts  
Craig,100 %,06/2015,186,57,Kimberley Klutts  
Craig,100 %,07/2015,186,57,Kimberley Klutts  
Craig,100 %,08/2015,186,57,Kimberley Klutts  
Craig,100 %,09/2015,186,57,Kimberley Klutts  
Rogers,100 %,11/2014,187,33,Kirstin Keesee  
Rogers,100 %,12/2014,187,33,Kirstin Keesee  
Rogers,100 %,01/2015,187,33,Kirstin Keesee  
Rogers,100 %,02/2015,187,33,Kirstin Keesee  
Rogers,100 %,03/2015,187,34,Kirstin Keesee  
Rogers,50 %,04/2015,187,34,Kirstin Keesee  
Rogers,100 %,05/2015,187,34,Kirstin Keesee  
Rogers,100 %,06/2015,187,34,Kirstin Keesee  
Rogers,100 %,07/2015,187,34,Kirstin Keesee  
Rogers,100 %,08/2015,187,34,Kirstin Keesee  
Rogers,100 %,09/2015,187,34,Kirstin Keesee  
Rogers,100 %,06/2012,188,6,Kristy Ketchum  
Rogers,100 %,08/2012,188,6,Kristy Ketchum  
Rogers,100 %,09/2012,188,6,Kristy Ketchum  
Rogers,100 %,10/2012,188,6,Kristy Ketchum  
Rogers,100 %,12/2012,188,6,Kristy Ketchum  
Rogers,100 %,01/2013,188,6,Kristy Ketchum  
Rogers,100 %,02/2013,188,6,Kristy Ketchum  
Rogers,50 %,03/2013,188,6,Kristy Ketchum  
Rogers,100 %,06/2013,188,6,Kristy Ketchum  
Rogers,100 %,07/2013,188,6,Kristy Ketchum  
Rogers,100 %,08/2013,188,6,Kristy Ketchum  
Rogers,100 %,09/2013,188,6,Kristy Ketchum  
Rogers,100 %,10/2013,188,6,Kristy Ketchum  
Rogers,50 %,12/2013,188,6,Kristy Ketchum  
Rogers,100 %,01/2014,188,6,Kristy Ketchum  
Rogers,100 %,02/2014,188,5,Kristy Ketchum  
Rogers,100 %,03/2014,188,6,Kristy Ketchum  
Rogers,100 %,04/2014,188,5,Kristy Ketchum  
Rogers,100 %,05/2014,188,5,Kristy Ketchum  
Rogers,100 %,06/2014,188,6,Kristy Ketchum  
Rogers,100 %,07/2014,188,6,Kristy Ketchum  
Rogers,100 %,08/2014,188,33,Kristy Ketchum  
Rogers,100 %,09/2014,188,33,Kristy Ketchum  
Rogers,100 %,10/2014,188,33,Kristy Ketchum  
Tulsa,100 %,06/2012,189,3,Krysten Kinyon  
Tulsa,100 %,08/2012,189,3,Krysten Kinyon  
Tulsa,100 %,09/2012,189,3,Krysten Kinyon  
Tulsa,100 %,10/2012,189,3,Krysten Kinyon  
Tulsa,100 %,12/2012,189,3,Krysten Kinyon  
Tulsa,100 %,01/2013,189,3,Krysten Kinyon  
Tulsa,100 %,02/2013,189,3,Krysten Kinyon  
Tulsa,100 %,03/2013,189,3,Krysten Kinyon  
Tulsa,100 %,06/2013,189,3,Krysten Kinyon  
Tulsa,100 %,07/2013,189,3,Krysten Kinyon  
Tulsa,76 %,08/2013,189,3,Krysten Kinyon  
Tulsa,100 %,09/2013,189,3,Krysten Kinyon  
Tulsa,100 %,10/2013,189,3,Krysten Kinyon  
Tulsa,100 %,12/2013,189,3,Krysten Kinyon  
Tulsa,100 %,01/2014,189,3,Krysten Kinyon  
Tulsa,100 %,02/2014,189,3,Krysten Kinyon  
Tulsa,100 %,03/2014,189,3,Krysten Kinyon  
Tulsa,100 %,04/2014,189,3,Krysten Kinyon  
Tulsa,76 %,05/2014,189,3,Krysten Kinyon  
Tulsa,100 %,06/2014,189,3,Krysten Kinyon  
Tulsa,50 %,07/2014,189,3,Krysten Kinyon  
Tulsa,100 %,08/2014,189,3,Krysten Kinyon  
Tulsa,50 %,09/2014,189,3,Krysten Kinyon  
Tulsa,100 %,10/2014,189,3,Krysten Kinyon  
Tulsa,100 %,11/2014,189,3,Krysten Kinyon  
Tulsa,100 %,12/2014,189,3,Krysten Kinyon  
Tulsa,100 %,01/2015,189,3,Krysten Kinyon  
Tulsa,100 %,02/2015,189,3,Krysten Kinyon  
Tulsa,100 %,03/2015,189,3,Krysten Kinyon  
Tulsa,100 %,04/2015,189,3,Krysten Kinyon  
Tulsa,100 %,05/2015,189,3,Krysten Kinyon  
Tulsa,50 %,06/2015,189,3,Krysten Kinyon  
Tulsa,100 %,07/2015,189,3,Krysten Kinyon  
Tulsa,100 %,08/2015,189,3,Krysten Kinyon  
Tulsa,100 %,09/2015,189,3,Krysten Kinyon  
Cleveland,100 %,06/2012,190,24,Laci Lord  
Cleveland,100 %,08/2012,190,24,Laci Lord  
Cleveland,100 %,09/2012,190,24,Laci Lord  
Cleveland,100 %,10/2012,190,24,Laci Lord  
Cleveland,100 %,12/2012,190,24,Laci Lord  
Cleveland,100 %,01/2013,190,24,Laci Lord  
Cleveland,100 %,02/2013,190,24,Laci Lord  
Cleveland,100 %,03/2013,190,24,Laci Lord  
Cleveland,100 %,06/2013,190,24,Laci Lord  
Cleveland,100 %,07/2013,190,24,Laci Lord  
Cleveland,100 %,08/2013,190,24,Laci Lord  
Cleveland,100 %,09/2013,190,24,Laci Lord  
Cleveland,100 %,10/2013,190,24,Laci Lord  
Cleveland,100 %,12/2013,190,24,Laci Lord  
Cleveland,100 %,01/2014,190,24,Laci Lord  
Cleveland,100 %,02/2014,190,23,Laci Lord  
Cleveland,100 %,03/2014,190,24,Laci Lord  
Cleveland,50 %,04/2014,190,23,Laci Lord  
Cleveland,100 %,05/2014,190,23,Laci Lord  
Cleveland,100 %,06/2014,190,24,Laci Lord  
Cleveland,100 %,07/2014,190,24,Laci Lord  
Cleveland,100 %,08/2014,190,23,Laci Lord  
Cleveland,76 %,09/2014,190,23,Laci Lord  
Cleveland,100 %,10/2014,190,23,Laci Lord  
Cleveland,100 %,11/2014,190,23,Laci Lord  
Cleveland,100 %,12/2014,190,23,Laci Lord  
Cleveland,100 %,01/2015,190,23,Laci Lord  
Cleveland,100 %,02/2015,190,23,Laci Lord  
Cleveland,100 %,03/2015,190,24,Laci Lord  
Cleveland,100 %,04/2015,190,24,Laci Lord  
Cleveland,100 %,05/2015,190,24,Laci Lord  
Cleveland,100 %,06/2015,190,24,Laci Lord  
Cleveland,100 %,07/2015,190,24,Laci Lord  
Cleveland,100 %,08/2015,190,24,Laci Lord  
Cleveland,100 %,09/2015,190,24,Laci Lord  
Oklahoma,100 %,10/2012,191,30,Lanita Langhorne  
Oklahoma,100 %,12/2012,191,30,Lanita Langhorne  
Oklahoma,100 %,01/2013,191,30,Lanita Langhorne  
Oklahoma,100 %,02/2013,191,30,Lanita Langhorne  
Pushmataha,100 %,08/2014,192,31,Laree Lampe  
Pushmataha,100 %,09/2014,192,31,Laree Lampe  
Pushmataha,100 %,10/2014,192,31,Laree Lampe  
Pushmataha,100 %,11/2014,192,31,Laree Lampe  
Pushmataha,100 %,12/2014,192,31,Laree Lampe  
Pushmataha,100 %,01/2015,192,31,Laree Lampe  
Pushmataha,100 %,02/2015,192,31,Laree Lampe  
Bryan,100 %,05/2014,193,32,Lashawn Lippold  
Bryan,100 %,06/2014,193,32,Lashawn Lippold  
Bryan,100 %,07/2014,193,32,Lashawn Lippold  
Bryan,100 %,08/2014,193,32,Lashawn Lippold  
Bryan,100 %,09/2014,193,32,Lashawn Lippold  
Bryan,100 %,10/2014,193,32,Lashawn Lippold  
Bryan,100 %,11/2014,193,32,Lashawn Lippold  
Bryan,100 %,12/2014,193,32,Lashawn Lippold  
Bryan,100 %,01/2015,193,32,Lashawn Lippold  
Bryan,100 %,02/2015,193,32,Lashawn Lippold  
Pushmataha,100 %,03/2015,193,32,Lashawn Lippold  
Bryan,100 %,03/2015,193,32,Lashawn Lippold  
Pushmataha,100 %,04/2015,193,32,Lashawn Lippold  
Bryan,100 %,04/2015,193,32,Lashawn Lippold  
Pushmataha,100 %,05/2015,193,32,Lashawn Lippold  
Bryan,100 %,05/2015,193,32,Lashawn Lippold  
Bryan,100 %,06/2015,193,32,Lashawn Lippold  
Pushmataha,100 %,06/2015,193,32,Lashawn Lippold  
Bryan,100 %,06/2015,193,32,Lashawn Lippold  
Bryan,50 %,07/2015,193,32,Lashawn Lippold  
Pushmataha,100 %,07/2015,193,32,Lashawn Lippold  
Bryan,100 %,07/2015,193,32,Lashawn Lippold  
Bryan,100 %,08/2015,193,32,Lashawn Lippold  
Pushmataha,100 %,08/2015,193,32,Lashawn Lippold  
Bryan,100 %,08/2015,193,32,Lashawn Lippold  
Bryan,50 %,09/2015,193,32,Lashawn Lippold  
Pushmataha,100 %,09/2015,193,32,Lashawn Lippold  
Bryan,100 %,09/2015,193,32,Lashawn Lippold  
Cleveland,100 %,06/2012,194,24,Laure Lohman  
Cleveland,100 %,08/2012,194,24,Laure Lohman  
Cleveland,100 %,09/2012,194,24,Laure Lohman  
Cleveland,100 %,10/2012,194,24,Laure Lohman  
Cleveland,100 %,12/2012,194,24,Laure Lohman  
Cleveland,100 %,01/2013,194,24,Laure Lohman  
Cleveland,100 %,02/2013,194,24,Laure Lohman  
Cleveland,100 %,03/2013,194,24,Laure Lohman  
Cleveland,100 %,06/2013,194,24,Laure Lohman  
Cleveland,50 %,07/2013,194,24,Laure Lohman  
Cleveland,100 %,08/2013,194,24,Laure Lohman  
Cleveland,100 %,09/2013,194,24,Laure Lohman  
Cleveland,100 %,10/2013,194,24,Laure Lohman  
Cleveland,100 %,12/2013,194,24,Laure Lohman  
Cleveland,100 %,01/2014,194,24,Laure Lohman  
Cleveland,100 %,02/2014,194,23,Laure Lohman  
Cleveland,100 %,03/2014,194,24,Laure Lohman  
Cleveland,100 %,04/2014,194,23,Laure Lohman  
Cleveland,50 %,05/2014,194,23,Laure Lohman  
Cleveland,100 %,06/2014,194,24,Laure Lohman  
Cleveland,100 %,07/2014,194,24,Laure Lohman  
Cleveland,100 %,08/2014,194,23,Laure Lohman  
Cleveland,100 %,09/2014,194,23,Laure Lohman  
Cleveland,100 %,10/2014,194,23,Laure Lohman  
Cleveland,100 %,11/2014,194,23,Laure Lohman  
Cleveland,100 %,12/2014,194,23,Laure Lohman  
Cleveland,100 %,01/2015,194,23,Laure Lohman  
Cleveland,100 %,02/2015,194,23,Laure Lohman  
Cleveland,100 %,03/2015,194,24,Laure Lohman  
Cleveland,100 %,04/2015,194,24,Laure Lohman  
Cleveland,100 %,05/2015,194,24,Laure Lohman  
Cleveland,100 %,06/2015,194,24,Laure Lohman  
Cleveland,100 %,07/2015,194,24,Laure Lohman  
Cleveland,100 %,08/2015,194,24,Laure Lohman  
Cleveland,100 %,09/2015,194,24,Laure Lohman  
Caddo,100 %,12/2012,195,18,Laverna Lipari  
Caddo,50 %,01/2013,195,18,Laverna Lipari  
Caddo,100 %,02/2013,195,18,Laverna Lipari  
Caddo,100 %,03/2013,195,18,Laverna Lipari  
Caddo,100 %,06/2013,195,18,Laverna Lipari  
Caddo,100 %,07/2013,195,18,Laverna Lipari  
Caddo,50 %,08/2013,195,18,Laverna Lipari  
Caddo,100 %,09/2013,195,18,Laverna Lipari  
Caddo,100 %,10/2013,195,18,Laverna Lipari  
Caddo,100 %,12/2013,195,18,Laverna Lipari  
Caddo,100 %,01/2014,195,18,Laverna Lipari  
Caddo,100 %,02/2014,195,18,Laverna Lipari  
Caddo,100 %,03/2014,195,18,Laverna Lipari  
Tulsa,100 %,06/2012,196,10,Lavinia Luczynski  
Tulsa,100 %,08/2012,196,10,Lavinia Luczynski  
Tulsa,100 %,09/2012,196,10,Lavinia Luczynski  
Tulsa,76 %,10/2012,196,10,Lavinia Luczynski  
Tulsa,76 %,12/2012,196,10,Lavinia Luczynski  
Tulsa,100 %,01/2013,196,10,Lavinia Luczynski  
Tulsa,100 %,02/2013,196,10,Lavinia Luczynski  
Tulsa,100 %,03/2013,196,10,Lavinia Luczynski  
Tulsa,100 %,06/2013,196,10,Lavinia Luczynski  
Tulsa,100 %,07/2013,196,10,Lavinia Luczynski  
Tulsa,100 %,08/2013,196,10,Lavinia Luczynski  
Tulsa,100 %,09/2013,196,10,Lavinia Luczynski  
Tulsa,100 %,10/2013,196,10,Lavinia Luczynski  
Tulsa,100 %,12/2013,196,10,Lavinia Luczynski  
Tulsa,100 %,01/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,02/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,03/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,04/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,05/2014,196,10,Lavinia Luczynski  
Tulsa,50 %,06/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,07/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,08/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,09/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,10/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,11/2014,196,10,Lavinia Luczynski  
Tulsa,100 %,12/2014,196,10,Lavinia Luczynski  
Tulsa,76 %,01/2015,196,10,Lavinia Luczynski  
Tulsa,100 %,02/2015,196,10,Lavinia Luczynski  
Tulsa,100 %,03/2015,196,10,Lavinia Luczynski  
Tulsa,100 %,04/2015,196,10,Lavinia Luczynski  
Tulsa,100 %,05/2015,196,10,Lavinia Luczynski  
Tulsa,100 %,06/2015,196,10,Lavinia Luczynski  
Tulsa,76 %,07/2015,196,10,Lavinia Luczynski  
Tulsa,100 %,08/2015,196,10,Lavinia Luczynski  
Tulsa,100 %,09/2015,196,10,Lavinia Luczynski  
Garfield,100 %,08/2012,197,46,Leandro Lango  
Garfield,100 %,09/2012,197,46,Leandro Lango  
Garfield,100 %,10/2012,197,46,Leandro Lango  
Garfield,100 %,12/2012,197,46,Leandro Lango  
Garfield,100 %,01/2013,197,46,Leandro Lango  
Garfield,100 %,02/2013,197,46,Leandro Lango  
Garfield,100 %,03/2013,197,46,Leandro Lango  
Garfield,100 %,06/2013,197,46,Leandro Lango  
Garfield,100 %,07/2013,197,46,Leandro Lango  
Garfield,100 %,08/2013,197,46,Leandro Lango  
Garfield,100 %,09/2013,197,46,Leandro Lango  
Garfield,100 %,10/2013,197,46,Leandro Lango  
Garfield,50 %,12/2013,197,46,Leandro Lango  
Garfield,100 %,01/2014,197,46,Leandro Lango  
Garfield,76 %,02/2014,197,45,Leandro Lango  
Garfield,100 %,03/2014,197,46,Leandro Lango  
Garfield,100 %,04/2014,197,45,Leandro Lango  
Garfield,100 %,05/2014,197,45,Leandro Lango  
Garfield,100 %,06/2014,197,46,Leandro Lango  
Garfield,50 %,07/2014,197,46,Leandro Lango  
Garfield,100 %,08/2014,197,45,Leandro Lango  
Garfield,100 %,09/2014,197,45,Leandro Lango  
Garfield,100 %,10/2014,197,45,Leandro Lango  
Garfield,100 %,11/2014,197,45,Leandro Lango  
Garfield,100 %,12/2014,197,45,Leandro Lango  
Garfield,100 %,01/2015,197,45,Leandro Lango  
Garfield,100 %,02/2015,197,45,Leandro Lango  
Garfield,100 %,03/2015,197,46,Leandro Lango  
Garfield,100 %,04/2015,197,46,Leandro Lango  
Garfield,100 %,05/2015,197,46,Leandro Lango  
Garfield,100 %,06/2015,197,46,Leandro Lango  
Garfield,100 %,07/2015,197,46,Leandro Lango  
Garfield,100 %,08/2015,197,46,Leandro Lango  
Garfield,100 %,09/2015,197,46,Leandro Lango  
Tulsa,100 %,09/2015,198,8,Leida Lenoir  
Tulsa,100 %,01/2014,199,14,Lelia Luechtefeld  
Tulsa,100 %,02/2014,199,14,Lelia Luechtefeld  
Tulsa,100 %,03/2014,199,14,Lelia Luechtefeld  
Tulsa,100 %,04/2014,199,14,Lelia Luechtefeld  
Tulsa,100 %,05/2014,199,14,Lelia Luechtefeld  
Tulsa,50 %,06/2014,199,14,Lelia Luechtefeld  
Tulsa,100 %,07/2014,199,14,Lelia Luechtefeld  
Tulsa,100 %,08/2014,199,14,Lelia Luechtefeld  
Tulsa,100 %,09/2014,199,53,Lelia Luechtefeld  
Tulsa,100 %,10/2014,199,53,Lelia Luechtefeld  
Tulsa,100 %,11/2014,199,8,Lelia Luechtefeld  
Nowata,76 %,08/2014,200,33,Liberty Letendre  
Osage,100 %,08/2014,200,33,Liberty Letendre  
Nowata,100 %,09/2014,200,33,Liberty Letendre  
Osage,100 %,09/2014,200,33,Liberty Letendre  
Nowata,100 %,10/2014,200,33,Liberty Letendre  
Osage,100 %,10/2014,200,33,Liberty Letendre  
Nowata,76 %,11/2014,200,33,Liberty Letendre  
Osage,100 %,11/2014,200,33,Liberty Letendre  
Nowata,100 %,12/2014,200,33,Liberty Letendre  
Osage,100 %,12/2014,200,33,Liberty Letendre  
Nowata,100 %,01/2015,200,33,Liberty Letendre  
Osage,100 %,01/2015,200,33,Liberty Letendre  
Nowata,76 %,02/2015,200,33,Liberty Letendre  
Osage,100 %,02/2015,200,33,Liberty Letendre  
Rogers,100 %,08/2014,201,34,Lilliana Lunt  
Rogers,100 %,09/2014,201,34,Lilliana Lunt  
Rogers,100 %,10/2014,201,34,Lilliana Lunt  
Rogers,100 %,11/2014,201,34,Lilliana Lunt  
Rogers,100 %,12/2014,201,34,Lilliana Lunt  
Rogers,100 %,01/2015,201,34,Lilliana Lunt  
Rogers,100 %,02/2015,201,34,Lilliana Lunt  
Nowata,50 %,03/2015,201,34,Lilliana Lunt  
Osage,100 %,03/2015,201,34,Lilliana Lunt  
Rogers,100 %,03/2015,201,34,Lilliana Lunt  
Nowata,100 %,04/2015,201,34,Lilliana Lunt  
Osage,100 %,04/2015,201,34,Lilliana Lunt  
Rogers,100 %,04/2015,201,34,Lilliana Lunt  
Nowata,100 %,05/2015,201,34,Lilliana Lunt  
Osage,100 %,05/2015,201,34,Lilliana Lunt  
